URL,Title,Description,Content,full_content,topic
https://www.bbc.co.uk/news/world-asia-india-64889122,Shark Tank India How a startup in Kashmir is inspiring thousands,FastBeetles success on Shark Tank India is motivating youngsters in the region to dream big,A startup from Indianadministered Kashmir has raised funding on reality show Shark Tank India boosting hopes for other budding entrepreneurs from the region Auqib Javeed met the men behind the co 6475 chars,He said that this would help create jobs and boost the regions economy The policy was already there but we couldnt implement it due to some issues and then the pandemic Now we are amending it with the help of experts and a new policy will be in public in coming weeks,entertainment
https://www.bbc.co.uk/news/world-asia-india-64936667,Maharashtra The Indian onion crisis making farmers cry,Farmers in Maharashtra are protesting after onion prices suddenly crashed over the past few weeks,Farmers in the western Indian state of Maharashtra have set out on a 200km 124mile march to Mumbai demanding higher prices for onions The protests have prompted the authorities to announce some  4248 chars,Last year there was heavy rainfall in the months of JulyAugust so farmers delayed their cultivation This has led to a huge surplus of the onion crop in March which would otherwise have hit the market in DecemberJanuary Mr Kuwalekar says adding that things will get worse when the winter harvest also reaches the market in a few weeks,business
https://www.bbc.co.uk/news/world-asia-india-65063615,Rahul Gandhi Congress holds countrywide protests over disqualification,Mr Gandhi was removed as an MP last week after he was sentenced to two years in prison in a defamation case,Leaders of Indias main opposition party Congress are holding nationwide protests against the disqualification of their leader Rahul Gandhi from parliament Mr Gandhi was removed as an MP last week  3250 chars,My family has nurtured the democracy of this country with their blood Those who think they can threaten us by insulting us or use central agencies against us are wrong We are not going to be threatened she said,entertainment
https://www.bbc.co.uk/news/world-asia-india-64936519,Kerala A ghost town in the worlds most populated country,A town in the southern Indian state of Kerala is grappling with the consequences of an ageing society,As India overtakes China as the worlds most populous nation there is a crisis of population in parts of the country where fertility has fallen below replacement levels and migration has left behind 10528 chars,A few lanes away Chacko Mammen who suffers from heart disease and diabetes works in his little farm for four hours every day growing bananas The 64yearold worked in Oman for three decades as a salesperson before returning home He shut a small business after six years because he did not find enough people to work for him Now after a lot of effort he grows and sells about 10kg of bananas every day from his farm I just cannot afford a worker he said,health
https://www.bbc.co.uk/news/in-pictures-64903017,Your pictures on the theme of voyage,A selection of striking images from our readers around the world,We asked our readers to send in their best pictures on the theme of voyage Here is a selection of the photographs we received from around the world Image source Jason Shrubb Image caption Jas 3470 chars,Image caption Damian Walker Far from plain sailing my 3 car boot boat was heading towards a point of no return This tranquil looking flooded golf course was next to the fast flowing River Brent in West London I like to do a wind check and push the boat out towards a piece of land I can reach with my wellies And armed with a pound shop fishing rod I usually get my boat back Its a good place for quiet reflection especially as the sun goes down There is a risk I wont get my boat back if the wind changes But thats the adventure of budget travel,entertainment
https://www.bbc.co.uk/news/world-asia-65018657,Putin to Xi We will discuss your plan to end the war in Ukraine,Chinas leader whose Ukraine plan has been criticised in the West gets a warm welcome in Moscow,Vladimir Putin has said he will discuss Xi Jinpings 12point plan to settle the acute crisis in Ukraine during a highly anticipated visit to Moscow by the Chinese president Were always open f 3312 chars,US Secretary of State Antony Blinken said The world should not be fooled by any tactical move by Russia supported by China or any other country to freeze the war on its own terms,business
https://www.bbc.co.uk/news/world-asia-india-65074804,Gandhi says disqualification politically motivated,Indian opposition leader Rahul Gandhi says he will not stop after disqualification from parliament,The leader of Indians opposition Congress Party Rahul Gandhi has said his disqualification by parliament was politically motivated On Friday Indias parliament stripped Mr Gandhi of his MP status 3172 chars,That means defending the institutions of this country that means defending the voice of the poor people of this country that means telling the people of this country the truth about people like Mr Adani who are basically exploiting the relationship they have with the prime minister he said,business
https://www.bbc.co.uk/news/uk-64954731,King Charless first state visit What to expect from Germany trip,Improving relations with Europe is the priority as the Kings first state visit heads for Germany,Its second time lucky for King Charless first overseas state visit when he touches down in Germany on Wednesday It should have begun at the weekend in France but when it looked like the King w 6292 chars,During the late Queen Elizabeth IIs long reign there were state visits that became historic in their own right recognising a changed relationship  like the first visit to India after independence in 1961 the postapartheid visit to South Africa in 1995 and the bridgebuilding visit to Ireland in 2011,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLXN1bW1vbnMtY2FuYWRhLWhpZ2gtY29tbWlzc2lvbmVyLWNvbmNlcm5lZC1vdmVyLXNpa2gtcHJvdGVzdGVycy0yMDIzLTAzLTI2L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,India summons Canada High Commissioner concerned over Sikh   Reuters India,India summons Canada High Commissioner concerned over Sikh  Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,MUMBAI March 26 Reuters  India summoned Canadas High Commissioner on Sunday to convey strong concern over Sikh protesters in Canada and how they were allowed to breach the security of Indias diplomatic mission and consulates According to Canadian media reports hundreds of protesters gathered in front of the Indian consulate in Vancouver on Saturday over demands for an independent Sikh state a simmering issue for decades recently triggered again Canada has the highest population of Sikhs outside their home state of Punjab in India It is expected that the Canadian government will take all steps which are required to ensure the safety of our diplomats and security of our diplomatic premises so that they are able to fulfil their normal diplomatic functions Indias Ministry of External Affairs said in a statement The statement follows Indian police on March 21 launching a hunt for Sikh preacher Amritpal Singh who has revived talk of an independent Sikh homeland and stoked fears of a return to violence that killed tens of thousands of people in 1980s and early 1990s Police have accused Singh and his supporters of attempted murder obstruction of law enforcement and creating disharmony and said he had been on the run since last week when officers tried to block his motorcade and arrest him Indian police also opened an investigation last week into a protest at its High Commission in London where protesters with Khalistan banners took an Indian flag down from a firstfloor balcony of the High Commission to denounce recent police action in Indias Punjab state India summoned the top British diplomat in New Delhi last Sunday seeking an explanation Khalistan is the name of an independent Sikh homeland that some members of that community aspire to both at home in India and in countries where Sikhs have settled Reporting by M Sriram editing by YP Rajesh and Michael Perry Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLWludmVzdGlnYXRpbmctY29ycnVwdGlvbi1hbGxlZ2F0aW9ucy1hZ2FpbnN0LXJlZC1jcm9zcy1icmFuY2hlcy1nb3Z0LTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,India investigating corruption allegations against Red Cross   Reuters India,India investigating corruption allegations against Red Cross  Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,NEW DELHI March 13 Reuters  Indias federal investigating agency has initiated an inquiry into allegations of corruption and financial irregularities against seven regional branches of the Indian Red Cross Society IRCS the countrys health ministry said on Monday The IRCS is a humanitarian organisation that provides relief in emergency situations and works towards the welfare of vulnerable populations especially in the area of healthcare Its website states it is a member of the International Red Cross and Red Crescent Movement and has a network of over 1100 branches across India It has been noted that certain allegations have been marked against Indian Red cross society and regional branches Ministry would like to clarify that Central Bureau of Investigation CBI inquiry has been initiated in these cases the ministry of health and family welfare said in a statement The IRCS did not immediately respond to a request for comment The branches against which the allegations have been levelled are located in the southern states of Tamil Nadu Kerela and Karnataka in the union territory of Andaman and Nicobar and in the northeastern state of Assam Reporting by Nigam Prusty Writing by Sakshi Dayal editing by Ed Osmond Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL3Vuc2Vhc29uYWwtcmFpbnMtaGFpbC1kYW1hZ2UtY3JvcHMtaW5kaWEtMjAyMy0wMy0yMS_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,Unseasonal rains and hail damage crops in India  Reuters India,Unseasonal rains and hail damage crops in India Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,NEW DELHI March 21 Reuters  Unseasonal rains and hailstorms have damaged ripening winterplanted crops such as wheat in Indias fertile northern central and western plains exposing thousands of farmers to losses and raising the risk of further food price inflation Torrential rains on Sunday and Monday lashed Punjab Haryana parts of Uttar Pradesh and Madhya Pradesh state which account for the bulk of wheat output in India the worlds biggest producer after China flattening crops and flooding farms Lower crop yields will cut Indias wheat output for the second straight year making it difficult for the staterun Food Corporation of India to shore up its depleting stocks A sudden rise in temperatures hit the wheat crop earlier this month Last year a heatwave cut the countrys wheat production forcing India to impose a ban to calm local prices already driven higher by limited supplies from the Black Sea region because of Russias invasion of Ukraine The wheat crop looked promising until early March when the weather became unfavourable due to a rise in temperatures Ramandeep Singh Mann a farmer from the northern state of Punjab said Now rains and hails have flattened the crop Its a double whammy for us Mann said After a dry spell untimely rains and hail began to hit wintersown crops last week just before harvesting begins Most farmers were caught by surprise by the repeated rain and hail that has lashed fields full of mature crops raising concerns about quality degradation The rains have wiped out our investment in crops and we are staring at major losses Buddha Singh from Uttar Pradesh Indias biggest wheat producing state said Rains and hailstorms have also hit chickpea and potato crops farmers said That could curtail production and lift food inflation which the government and central bank have been trying to contain Although it is too early to know the extent of the damage the government was assessing the situation and would try to help farmers said a senior government official who didnt wish to be named in line with official rules Reporting by Mayank Bhardwaj editing by Barbara Lewis Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLWJhbmtpbmctbGlxdWlkaXR5LXRpZ2h0ZW4tbG9uZy10ZXJtLXJlcG9zLW1hdHVyZS0yMDIzLTAzLTE3L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,India banking liquidity to tighten as longterm repos mature  Reuters India,India banking liquidity to tighten as longterm repos mature Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,MUMBAI March 17 Reuters  Indias banking system liquidity is likely to tighten further on a more persistent basis with upcoming tax outflows and maturing repurchase agreements with the central bank analysts said As we progress into FY24 we expect liquidity deficit conditions to become more persistent on our expectation of a mild BoP balance of payment deficit and usual currency leakage seen during the year Gaura Sen Gupta economist with IDFC First Bank said Banking system liquidity deficit widened to 111 trillion rupees 1346 billion after advance tax payments its highest since April 2019 and will rise further after outflow towards Goods and Service Taxes next week I do not see liquidity turning into any meaningful surplus unless there is a lot of dollar inflow and the RBI tries to defend But as a base case I expect it to remain on the tighter side said Ashhish Vaidya managing director and head of treasury  markets at DBS Bank India Durable liquidity is also set to decline as funds infused by the Reserve Bank of India in the form of Targeted Long term repos TLTRO three years ago is scheduled to mature The system will see an outflow of over 730 billion rupees in the next five weeks traders said Reuters Graphics We are not expecting any major foreign inflows in April so there may not be much support and conditions should tighten The RBI may not undertake proactive action but will not intervene in natural process of liquidity tightening said Abhishek Upadhyay senior economist at ICICI Securities Primary Dealership Tight liquidity could also aid the RBIs inflation management task traders said The apex bank has already raised the repo rate by 250 basis points in the current cycle to bring CPI within its 26 target band The RBI will have to keep tight liquidity conditions as inflation is still elevated and they cannot keep on increasing rates as growth is starting to get impacted said Raju Sharma head fixed income at IDBI Mutual Fund 1  824730 Indian rupees Reporting by Dharamraj Dhutia Editing by Swati Bhat and Saumyadeb Chakrabarty Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLXNheXMtc2l0dWF0aW9uLXdpdGgtY2hpbmEtZnJhZ2lsZS1kYW5nZXJvdXMtaGltYWxheWFuLWZyb250LTIwMjMtMDMtMTgv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,India says situation with China fragile dangerous in the Himalayan   Reuters India,India says situation with China fragile dangerous in the Himalayan  Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,NEW DELHI March 18 Reuters  The situation between India and China in the western Himalayan region of Ladakh is fragile and dangerous with military forces deployed very close to each other in some parts Indian Foreign Minister S Jaishankar said on Saturday At least 24 soldiers were killed when the two sides clashed in the region in mid2020 but the situation has been calmed through rounds of diplomatic and military talks Violence erupted in the eastern sector of the undemarcated border between the nucleararmed Asia giants in December but did not result in any deaths The situation to my mind still remains very fragile because there are places where our deployments are very close up and in military assessment therefore quite dangerous Jaishankar said at an India Today conclave IndiaChina relations cannot go back to normal he said until the border row is resolved in line with the September 2020 inprinciple agreement he reached with his Chinese counterpart The Chinese have to deliver on what was agreed to and they have struggled with that Although forces from both sides have disengaged from many areas discussions are proceeding over unresolved points Jaishankar said We have made it very clear to the Chinese that we cannot have a breach of peace and tranquility you cant violate agreement and want the rest of the relationship to continue as though nothing happened Thats just not tenable Jaishankar said he discussed the situation with Chinas new foreign minister Qin Gang on the sidelines of a meeting of the foreign ministers of the G20 nations hosted by India this month Regarding Indias presidency of G20 this year Jaishankar expressed hope that New Delhi can make the forum more true to its global mandate The G20 should not be a debating club or an arena only of the global north The entirety of global concerns need to be captured We have already made that point very forcefully Jaishankar said Two G20 ministerial meetings in India in the last three weeks have been overshadowed by Russias 13month invasion of Ukraine Reporting by Krishn Kaushik and Nidhi Verma Editing by William Mallard Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLXVzaW5nLXN3aWZ0LWdsb2JhbC1wYXltZW50LXN5c3RlbS1zZXR0bGUtZG9sbGFyLXRyYWRlLXdpdGgtcnVzc2lhLXNvdXJjZS0yMDIzLTAzLTE1L9IBAA?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1,India using SWIFT global payment system to settle dollar trade with   Reuters India,India using SWIFT global payment system to settle dollar trade with  Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,NEW DELHI March 15 Reuters  Indian companies are using the SWIFT global payment system to settle dollar payments with Russia a top trade official said on Wednesday even though many Russian banks are blocked from the network due to Western sanctions The West blocked access to SWIFT for several Russian banks including Sberbank and VTB soon after Moscow invaded Ukraine in February last year to target Russian trade making it harder for Russian companies to do business SWIFT underpins financial transactions globally We are using SWIFT for dollar payments the official who did not want to be named said when asked about the payment gateway being used for Russian payments The official did not give more details about the banks that Indian traders were using to make the dollar payments Indias trade and finance ministry did not immediately respond to an email requesting comment Indias imports from Russia have increased nearly five times in the April 2022 to February 2023 period to 4156 billion from 854 billion compared with the same period the prior year according to data released by the government on Wednesday Last month Reuters reported Indias Russian oil imports climbed to a record 14 million barrels per day bpd in January up 92 from December with Moscow still the top monthly oil seller to New Delhi followed by Iraq and Saudi Arabia India has been using varied currencies to settle trade with Russia since the war in February last year Payments happen in different currencies including dollar euros dirham the countrys Directorate General of Foreign Trade Santosh Kumar Sarangi told reporters Indian refiners payed for most of their Russian oil purchased via Dubaibased traders in United Arab Emirates dirhams instead of US dollars Reuters has reported Reporting by Shivangi Acharya Editing by Andrew Heavens Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLXJ1cGVlLXJ1cGVlLWZpcm1zLWluZmxvdy1ob3Blcy1iYW5raW5nLWNyaXNpcy1qaXR0ZXJzLXJlbWFpbi0yMDIzLTAzLTI3L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,INDIA RUPEE Rupee firms on inflow hopes banking crisis jitters   Reuters India,INDIA RUPEE Rupee firms on inflow hopes banking crisis jitters  Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,MUMBAI March 27 Reuters  The Indian rupee strengthened against the dollar on Monday helped by expectations of inflows and a slight improvement in risk sentiment The rupee traded at 823175 per dollar by 1105 am IST compared with its previous close of 8248 The currency last week gave up all its postFederal Reserve meeting gains once a selloff in Deutsche Bank shares began amid concerns over the health of the global financial sector On Monday Indian equities NSEI firmed while US and European stock futures advanced on news that First Citizens BancShares Inc FCNCAO would acquire all of Silicon Valley Banks SVB SIVBO deposits and loans from the Federal Deposit Insurance Corporation FDIC Risk sentiment is somewhat better and inflows from likely exporterled dollar sales in the final week of the financial year could see the rupee find some support but worries about the mood turning negative anytime persisted said a private bank trader For the week we expect the rupee to be rangebound between 82208250 Importers can take advantage of this to hedge nearterm exposures said Ritesh Bhansali vicepresident at Mecklai Financial Services The collapse of SVB and other midsized USlenders besides Credit Suisses takeover by UBS over the past two weeks has roiled markets with investors becoming extremely sensitive to new developments and rushing to safehavens Other Asian currencies were weaker as the dollar index gained and US bond yields stayed low Bond yields have also reacted to a sharp repricing of Fed terminal rate expectations lately The central bank mellowing its hawkish tone last week has seen futures price in a 71 possibility of the Fed holding rates at its May meeting and about 80 basis point worth of rate cuts in 2023 Investors will await the reading of the Feds preferred inflation measure the US personal consumption expenditures price index data due on Friday Reporting by Anushka Trivedi Editing by Sohini Goswami Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLWFza3Mtc3RhdGUtcnVuLWJhbmtzLW1vbml0b3ItdG9wLWxvYW4tYWNjb3VudHMtc291cmNlcy0yMDIzLTAzLTI3L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,India asks staterun banks to monitor top loan accounts  sources  Reuters India,India asks staterun banks to monitor top loan accounts  sources Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,MUMBAI March 27 Reuters  India has asked staterun lenders to adopt stricter monitoring of top corporate loan accounts and submit a plan to deal with business risks in key areas within two weeks three banking sources said on Monday Indian banks in the past have had to take deep haircuts on their exposure to debtladen companies admitted under bankruptcy legislation Bankers were told that it would be prudent to increase stresstesting of large corporate loan accounts a banker at a staterun bank said Banks were also asked to monitor the marktomarket impact on their trading books amid rising interest rates and maintain their liquidity ratios the sources added None of the sources wanted to be named because they are not allowed to speak to media Finance ministry officials met staterun bank chiefs on Saturday with lenders asked to identify stress points including concentration risks and adverse exposures according to a government statement The Finance Ministry did not respond to a Reuters email seeking additional details from the meeting Lenders were also asked to increase the frequency of assessing their assetliability profiles amid the global banking turbulence another banker said The collapse of some US regional banks have led to concerns about lenders globally having to field possible losses on their heldtomaturity portfolios Reuters had earlier reported that the government had sought details of the bond portfolios of these banks as a precautionary exercise Indias banking system continues to be stable and resilient and lenders have built sufficient buffers to shield themselves from any unforeseen stress the Governor of the Reserve Bank of India said earlier in March Reporting by Siddhi Nayak Editing by Nivedita Bhattacharjee Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLXJ1cGVlLXJ1cGVlLWdpdmVzLXVwLW9wZW5pbmctZ2FpbnMtZmVkLW1lZXRpbmctY29tZXMtaW50by1mb2N1cy0yMDIzLTAzLTIxL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,INDIA RUPEE Rupee gives up opening gains as Fed meeting   Reuters India,INDIA RUPEE Rupee gives up opening gains as Fed meeting  Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,MUMBAI March 21 Reuters  The Indian rupee pulled back from earlier gains on Tuesday aligning with its Asian peers as traders cited dollar buying by large players ahead of the Federal Reserve meeting The rupee was flat at 8264 per dollar by 1100 am IST after opening slightly higher at 8254 The currency closed at 826350 on Monday Among efforts to stem further crisis in the US banking sector a media report said officials were looking at ways to temporarily expand Federal Deposit Insurance Corps coverage to all deposits The impact of this report however would not last long as the US central banks meeting on Wednesday would likely overshadow it said Anindya Banerjee head of research  FX and interest rates at Kotak Securities Therefore we could see rangebound price action in the USDINR pair between 82358275 Some large corporates were bidding for dollars but the rupee was unlikely to weaken past 8270 as exporters would likely offload the US currency at those levels to capitalise on higher premiums said a private bank trader Dealers added they were trading with small positions as uncertainty loomed ahead of the Fed meeting Fed funds repricing has been quite volatile off late as at one point on Monday it indicated higher chances of a pause than a hike Currently it was back to showing a 73 probability of a 25 basis point bps rate increase Bets of a pause went up this week after global central banks pledged funding to backstop UBSs takeover of Credit Suisse to tide over the banking crisis that has roiled financial markets since last week Asian currencies were lower with the Chinese yuan down to 68820 per dollar and the Thai baht 05 weaker failing to take respite from a softer dollar index  Reporting by Anushka Trivedi Editing by Sohini Goswami Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLWFwcHJvdmVzLXB1cmNoYXNlLW1pbGl0YXJ5LWVxdWlwbWVudC13b3J0aC04NS1ibG4tMjAyMy0wMy0xNi_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,India approves purchase of military equipment worth 85 bln  Reuters India,India approves purchase of military equipment worth 85 bln Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,12 An armed soldier stands guard outside Indias Defence Ministry building in New Delhi India February 27 2019 REUTERSAnushree FadnavisFile Photo NEW DELHI March 16 Reuters  India on Thursday approved purchases of missiles helicopters artillery guns and electronic warfare systems worth 85 billion as it sought to add more teeth to its military The Defence Acquisition Council DAC the top government body for capital acquisition approvals for the Indian military approved the orders worth 705 billion rupees 852 billion for all its services the Defence Ministry said in a statement All orders would be placed with Indian companies it said keeping with a push by Prime Minister Narendra Modis government to boost domestic defence manufacturing Flanked by fellow nucleararmed powers China and Pakistan and running tensions with Chinese troops along its disputed Himalayan frontier India has been seeking to modernise its mostly Sovietera military equipment The focus on the navy which accounted for approvals worth 560 billion rupees on Thursday comes after India expressed concern last year over Chinese activity in the Indian Ocean The list of purchases approved included 200 additional BrahMos missiles 50 utility helicopters and electronic warfare systems for the navy BrahMos is a supersonic missile with a range of around 300 km that has been jointly developed by India and Russia All three Indian military services have been using versions of the missile for over a decade The DAC also approved manufacturing of a diesel marine engine which will be a first for India It approved the air forces proposal for a long range standoff weapon to be used by the Sukhoi30MKI fighter jet The army got the nod to buy 307 units of 155mm52 caliber towed artillery guns along with high mobility vehicles and gun towing vehicles 1  827720 Indian rupees Reporting by Krishn Kaushik Editing by YP Rajesh and Jan Harvey Our Standards The Thomson Reuters Trust Principles,business
https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL2luZGlhLW1hcmtldHMtcmVndWxhdG9yLWxvb2tzLXBsdWctZ2Fwcy1hbGxvd2luZy1mb3VuZGVycy1vd24tc3RvY2stb3B0aW9ucy0yMDIzLTAzLTE3L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,India markets regulator looks to plug gaps allowing founders to own   Reuters India,India markets regulator looks to plug gaps allowing founders to own  Reuters India,We use cookies and data toulliDeliver and maintain Google servicesliliTrack outages and protect against spam fraud and abuseliliMeasure audience engagement and site statistics to unde 1131 chars,12 A woman walks past the logo of the Securities and Exchange Board of India SEBI at its headquarters in Mumbai India May 27 2022 REUTERSFrancis MascarenhasFile Photo MUMBAI March 17 Reuters  Indias capital markets regulator is planning to change its rules to address concerns around founders and family members of tech or appbased startups owning shares under the employee stock ownership plan ESOP two sources told Reuters The Securities and Exchange Board of India SEBI does not want founders to own stock options if they have rights akin to those enjoyed by promoters the sources with direct knowledge of the matter said A decision in this regard could come sometime this year the sources added Under Indian laws promoters hold direct and indirect control over the company advise direct and instruct the board of directors and have the right to nominate directors to the board but are barred from owning ESOPs In newage tech companies founders have reduced their shareholding to below 10 and have stayed away from the promoter tag the first source said The regulator is examining the gap in the law and whether it is being misused the source added One key example has been One97 Communications Ltd PAYTNS popularly known as Paytm whose founder Vijay Shekhar Sharma owned 147 equity a year before filing to go public in 2021 As per current regulations a director who either himself through his relative or any corporate body directly or indirectly holds more than 10 of the outstanding equity shares of the company is not eligible to receive stock options Sharma reduced his shareholding to 91 by transferring 3097 million shares to Axis Trustee Services Limited acting on behalf of the Sharma family trust in 2021 which made him eligible to receive shares under the ESOP This seems like an instance unique to Paytm where the trust route has been used to reduce direct equity holding to below 10 the second source said The intention of the regulations is to include all structures for equity holding This is a gap which needs to be plugged it will be done via an amendment to SEBIs stock options rules the source added Emailed queries sent to Paytm and SEBI were not answered immediately The sources declined to be named as the discussions are confidential Institutional Investor Advisory Services IIAS first flagged concerns around Sharmas ESOP purchases in January Equity held in trust structures is not addressed directly and the designation of a founder is not defined COO Hetal Dalal said highlighting the two key gaps in the current regulations As a result founders in newage tech companies enjoy all the benefits of being promoters and become eligible to receive ESOPs but have none of the limitations and legal responsibilities of promoters The larger issue of how founders should be defined is being addressed by a special purpose 20member panel headed by former Chief Justice of Punjab and Haryana High Court Shiavax Jal Vazifdar the first source said The panel has held two meetings so far and is drafting a report on simplifying and strengthening the current norms around mergers acquisitions and fundraising the source added In 2021 to keep with global practices SEBI issued a consultation paper that suggested moving away from the promoter tag to the controlling shareholder tag but it hasnt yet formalised the norms Reporting by Jayshree P Upadhyay Editing by Swati Bhat and Varun H K Our Standards The Thomson Reuters Trust Principles,business
